course_id,phase,course_name,topic_id,topic_name,content_id,content_name,learning_objectives,teaching_hours,items_per_topic,course_difficulty,card,item
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,"Anterior Triangle and Its Subdivisions,","identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM02
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,Bones & Joints of Head and Neck,"identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM03
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,"External, Middle and Internal Ear.","identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM04
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,Face and Orbit,"identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM05
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,Larynx,"identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM06
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,Mouth and Tongue,"identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM07
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,Nose and Paranasal Sinuses,"identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM08
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,Pharynx,"identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM09
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,Posterior Triangle,"identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM10
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,Scalp and Temporal Region,"identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM11
ANA101,1,Anatomy,ANA101_TOP12,Regional Anatomy: HEAD & NECK,ANA101_TOP12-C012,Vertebral Column and Deep Dissection of the,"identify and demonstrate the different parts of bones of head & neck, joints, & muscles state the gross features & attachments of skull bones including base of skull & cervical demonstrate movements of joints of head & neck demonstrate the layers of scalp identify the contents of temporal region demonstrate the boundary of face and identify muscles and sensory supply of face identify parotid gland & duct & explain the structures within the parotid gland demonstrate the boundary and identify contents of different triangles of head & neck demonstrate the boundary and identify contents of mouth cavity demonstrate the gross features & nerve supply of tongue explain Auditory pathway (VIII ? cranial nerve) demonstrate the different parts of pharynx with their extension & muscles of pharynx, the identify structures present in the internal surface of the larynx demonstrate the region of vertebral column and attachments of muscles of the back demonstrate the different parts of ear correlate important clinical conditions associated with structures in Head & Neck",87,12,1,ANA-C12,ANA-C12-ITM12
ANA101,1,Anatomy,ANA101_TOP13,Regional Anatomy: INFERIOR EXTREMITY,ANA101_TOP13-C013,Clinical Anatomy,"demonstrate muscles attachments and identify vessels & nerves of different parts of demonstrate the boundary and identify the contents of femoral triangle, adductor canal, demonstrate the features of bones, joints, & muscles acting on joints explain the venous drainage, lymphatic drainage, & dermatome of inferior extremity correlate the clinical conditions associated with structures (nerves, vessels, bones, joints)",42,8,1,ANA-C13,ANA-C13-ITM01
ANA101,1,Anatomy,ANA101_TOP13,Regional Anatomy: INFERIOR EXTREMITY,ANA101_TOP13-C013,Arches of the Foot,"demonstrate muscles attachments and identify vessels & nerves of different parts of demonstrate the boundary and identify the contents of femoral triangle, adductor canal, demonstrate the features of bones, joints, & muscles acting on joints explain the venous drainage, lymphatic drainage, & dermatome of inferior extremity correlate the clinical conditions associated with structures (nerves, vessels, bones, joints)",42,8,1,ANA-C13,ANA-C13-ITM02
ANA101,1,Anatomy,ANA101_TOP13,Regional Anatomy: INFERIOR EXTREMITY,ANA101_TOP13-C013,"Blood Supply, Lymphatic Drainage,","demonstrate muscles attachments and identify vessels & nerves of different parts of demonstrate the boundary and identify the contents of femoral triangle, adductor canal, demonstrate the features of bones, joints, & muscles acting on joints explain the venous drainage, lymphatic drainage, & dermatome of inferior extremity correlate the clinical conditions associated with structures (nerves, vessels, bones, joints)",42,8,1,ANA-C13,ANA-C13-ITM03
ANA101,1,Anatomy,ANA101_TOP13,Regional Anatomy: INFERIOR EXTREMITY,ANA101_TOP13-C013,Bones & Joints of Lower Limb,"demonstrate muscles attachments and identify vessels & nerves of different parts of demonstrate the boundary and identify the contents of femoral triangle, adductor canal, demonstrate the features of bones, joints, & muscles acting on joints explain the venous drainage, lymphatic drainage, & dermatome of inferior extremity correlate the clinical conditions associated with structures (nerves, vessels, bones, joints)",42,8,1,ANA-C13,ANA-C13-ITM04
ANA101,1,Anatomy,ANA101_TOP13,Regional Anatomy: INFERIOR EXTREMITY,ANA101_TOP13-C013,Front and Medial Side of the Thigh,"demonstrate muscles attachments and identify vessels & nerves of different parts of demonstrate the boundary and identify the contents of femoral triangle, adductor canal, demonstrate the features of bones, joints, & muscles acting on joints explain the venous drainage, lymphatic drainage, & dermatome of inferior extremity correlate the clinical conditions associated with structures (nerves, vessels, bones, joints)",42,8,1,ANA-C13,ANA-C13-ITM05
ANA101,1,Anatomy,ANA101_TOP13,Regional Anatomy: INFERIOR EXTREMITY,ANA101_TOP13-C013,Front of the Leg and Dorsum of the Foot,"demonstrate muscles attachments and identify vessels & nerves of different parts of demonstrate the boundary and identify the contents of femoral triangle, adductor canal, demonstrate the features of bones, joints, & muscles acting on joints explain the venous drainage, lymphatic drainage, & dermatome of inferior extremity correlate the clinical conditions associated with structures (nerves, vessels, bones, joints)",42,8,1,ANA-C13,ANA-C13-ITM06
ANA101,1,Anatomy,ANA101_TOP13,Regional Anatomy: INFERIOR EXTREMITY,ANA101_TOP13-C013,Gluteal Region and Back of the Thigh,"demonstrate muscles attachments and identify vessels & nerves of different parts of demonstrate the boundary and identify the contents of femoral triangle, adductor canal, demonstrate the features of bones, joints, & muscles acting on joints explain the venous drainage, lymphatic drainage, & dermatome of inferior extremity correlate the clinical conditions associated with structures (nerves, vessels, bones, joints)",42,8,1,ANA-C13,ANA-C13-ITM07
ANA101,1,Anatomy,ANA101_TOP13,Regional Anatomy: INFERIOR EXTREMITY,ANA101_TOP13-C013,"Lateral Side, Medial Side and Back of the Leg","demonstrate muscles attachments and identify vessels & nerves of different parts of demonstrate the boundary and identify the contents of femoral triangle, adductor canal, demonstrate the features of bones, joints, & muscles acting on joints explain the venous drainage, lymphatic drainage, & dermatome of inferior extremity correlate the clinical conditions associated with structures (nerves, vessels, bones, joints)",42,8,1,ANA-C13,ANA-C13-ITM08
ANA101,1,Anatomy,ANA101_TOP14,Regional Anatomy: SUPERIOR EXTREMITY,ANA101_TOP14-C014,Clinical Anatomy,"identify & demonstrate muscles, vessels, nerves of pectoral region including attachment describe the parts of mammary gland & its blood supply, lymphatic drainage & nerve demonstrate the boundary & identify the contents of axilla, quadrangular & triangular demonstrate the attachments of muscles, and identify vessels, nerves, lymphatics & lymph demonstrate the gross features of bones & joints of superior extremity and muscles acting correlate clinical conditions associated with structures (nerves, vessels, bones, joints) of",43,7,1,ANA-C14,ANA-C14-ITM01
ANA101,1,Anatomy,ANA101_TOP14,Regional Anatomy: SUPERIOR EXTREMITY,ANA101_TOP14-C014,"Blood Supply, Lymphatic Drainage,","identify & demonstrate muscles, vessels, nerves of pectoral region including attachment describe the parts of mammary gland & its blood supply, lymphatic drainage & nerve demonstrate the boundary & identify the contents of axilla, quadrangular & triangular demonstrate the attachments of muscles, and identify vessels, nerves, lymphatics & lymph demonstrate the gross features of bones & joints of superior extremity and muscles acting correlate clinical conditions associated with structures (nerves, vessels, bones, joints) of",43,7,1,ANA-C14,ANA-C14-ITM02
ANA101,1,Anatomy,ANA101_TOP14,Regional Anatomy: SUPERIOR EXTREMITY,ANA101_TOP14-C014,Axilla,"identify & demonstrate muscles, vessels, nerves of pectoral region including attachment describe the parts of mammary gland & its blood supply, lymphatic drainage & nerve demonstrate the boundary & identify the contents of axilla, quadrangular & triangular demonstrate the attachments of muscles, and identify vessels, nerves, lymphatics & lymph demonstrate the gross features of bones & joints of superior extremity and muscles acting correlate clinical conditions associated with structures (nerves, vessels, bones, joints) of",43,7,1,ANA-C14,ANA-C14-ITM03
ANA101,1,Anatomy,ANA101_TOP14,Regional Anatomy: SUPERIOR EXTREMITY,ANA101_TOP14-C014,"Back of the Arm, Forearm and Dorsum of the","identify & demonstrate muscles, vessels, nerves of pectoral region including attachment describe the parts of mammary gland & its blood supply, lymphatic drainage & nerve demonstrate the boundary & identify the contents of axilla, quadrangular & triangular demonstrate the attachments of muscles, and identify vessels, nerves, lymphatics & lymph demonstrate the gross features of bones & joints of superior extremity and muscles acting correlate clinical conditions associated with structures (nerves, vessels, bones, joints) of",43,7,1,ANA-C14,ANA-C14-ITM04
ANA101,1,Anatomy,ANA101_TOP14,Regional Anatomy: SUPERIOR EXTREMITY,ANA101_TOP14-C014,Bones & Joints of the Upper Limb,"identify & demonstrate muscles, vessels, nerves of pectoral region including attachment describe the parts of mammary gland & its blood supply, lymphatic drainage & nerve demonstrate the boundary & identify the contents of axilla, quadrangular & triangular demonstrate the attachments of muscles, and identify vessels, nerves, lymphatics & lymph demonstrate the gross features of bones & joints of superior extremity and muscles acting correlate clinical conditions associated with structures (nerves, vessels, bones, joints) of",43,7,1,ANA-C14,ANA-C14-ITM05
ANA101,1,Anatomy,ANA101_TOP14,Regional Anatomy: SUPERIOR EXTREMITY,ANA101_TOP14-C014,Pectoral Region with Mammary Gland,"identify & demonstrate muscles, vessels, nerves of pectoral region including attachment describe the parts of mammary gland & its blood supply, lymphatic drainage & nerve demonstrate the boundary & identify the contents of axilla, quadrangular & triangular demonstrate the attachments of muscles, and identify vessels, nerves, lymphatics & lymph demonstrate the gross features of bones & joints of superior extremity and muscles acting correlate clinical conditions associated with structures (nerves, vessels, bones, joints) of",43,7,1,ANA-C14,ANA-C14-ITM06
ANA101,1,Anatomy,ANA101_TOP14,Regional Anatomy: SUPERIOR EXTREMITY,ANA101_TOP14-C014,"Superficial Dissection of the Upper Limb,","identify & demonstrate muscles, vessels, nerves of pectoral region including attachment describe the parts of mammary gland & its blood supply, lymphatic drainage & nerve demonstrate the boundary & identify the contents of axilla, quadrangular & triangular demonstrate the attachments of muscles, and identify vessels, nerves, lymphatics & lymph demonstrate the gross features of bones & joints of superior extremity and muscles acting correlate clinical conditions associated with structures (nerves, vessels, bones, joints) of",43,7,1,ANA-C14,ANA-C14-ITM07
ANA101,1,Anatomy,ANA101_TOP15,Regional Anatomy: THORAX,ANA101_TOP15-C015,Clinical Anatomy,"demonstrate the boundary & identify the contents of thoracic wall, thoracic cavity, identify & demonstrate the gross features of bones & joints of thorax describe the formation, course, branches & distribution of spinal nerve / intercostal nerve identify & demonstrate the surfaces, borders, parts, chambers- including structures within explain blood supply & nerve supply of heart identify & demonstrate the layers of pericardium identify & demonstrate the surfaces, borders, fissures, lobes, hilus & bronchopulmonary identify & demonstrate the layers & parts of pleura. explain the blood supply, lymphatic drainage & nerve supply of lung & pleura. identify & demonstrate the trachea, bronchus & bronchial tree. explain blood supply & nerve supply of trachea & bronchial tree. explain the blood supply, nerve supply & lymphatic drainage of thoracic wall. identify & demonstrate the surfaces, parts openings, attachments of the diaphragm. explain the blood supply & nerve supply of the diaphragm. explain the significance of the orifices of the diaphragm. explain & demonstrate the extension, parts, relations & constrictions of oesophagus explain the blood supply, lymphatic drainage & nerve supply of the oesophagus. correlate clinical conditions associated with structures of thorax (Heart with its vessels,",45,9,1,ANA-C15,ANA-C15-ITM01
ANA101,1,Anatomy,ANA101_TOP15,Regional Anatomy: THORAX,ANA101_TOP15-C015,"Blood Vessels, Nerves and Lymphatics of the","demonstrate the boundary & identify the contents of thoracic wall, thoracic cavity, identify & demonstrate the gross features of bones & joints of thorax describe the formation, course, branches & distribution of spinal nerve / intercostal nerve identify & demonstrate the surfaces, borders, parts, chambers- including structures within explain blood supply & nerve supply of heart identify & demonstrate the layers of pericardium identify & demonstrate the surfaces, borders, fissures, lobes, hilus & bronchopulmonary identify & demonstrate the layers & parts of pleura. explain the blood supply, lymphatic drainage & nerve supply of lung & pleura. identify & demonstrate the trachea, bronchus & bronchial tree. explain blood supply & nerve supply of trachea & bronchial tree. explain the blood supply, nerve supply & lymphatic drainage of thoracic wall. identify & demonstrate the surfaces, parts openings, attachments of the diaphragm. explain the blood supply & nerve supply of the diaphragm. explain the significance of the orifices of the diaphragm. explain & demonstrate the extension, parts, relations & constrictions of oesophagus explain the blood supply, lymphatic drainage & nerve supply of the oesophagus. correlate clinical conditions associated with structures of thorax (Heart with its vessels,",45,9,1,ANA-C15,ANA-C15-ITM02
ANA101,1,Anatomy,ANA101_TOP15,Regional Anatomy: THORAX,ANA101_TOP15-C015,Bones and Joints of the Thorax,"demonstrate the boundary & identify the contents of thoracic wall, thoracic cavity, identify & demonstrate the gross features of bones & joints of thorax describe the formation, course, branches & distribution of spinal nerve / intercostal nerve identify & demonstrate the surfaces, borders, parts, chambers- including structures within explain blood supply & nerve supply of heart identify & demonstrate the layers of pericardium identify & demonstrate the surfaces, borders, fissures, lobes, hilus & bronchopulmonary identify & demonstrate the layers & parts of pleura. explain the blood supply, lymphatic drainage & nerve supply of lung & pleura. identify & demonstrate the trachea, bronchus & bronchial tree. explain blood supply & nerve supply of trachea & bronchial tree. explain the blood supply, nerve supply & lymphatic drainage of thoracic wall. identify & demonstrate the surfaces, parts openings, attachments of the diaphragm. explain the blood supply & nerve supply of the diaphragm. explain the significance of the orifices of the diaphragm. explain & demonstrate the extension, parts, relations & constrictions of oesophagus explain the blood supply, lymphatic drainage & nerve supply of the oesophagus. correlate clinical conditions associated with structures of thorax (Heart with its vessels,",45,9,1,ANA-C15,ANA-C15-ITM03
ANA101,1,Anatomy,ANA101_TOP15,Regional Anatomy: THORAX,ANA101_TOP15-C015,Heart with Pericardium.,"demonstrate the boundary & identify the contents of thoracic wall, thoracic cavity, identify & demonstrate the gross features of bones & joints of thorax describe the formation, course, branches & distribution of spinal nerve / intercostal nerve identify & demonstrate the surfaces, borders, parts, chambers- including structures within explain blood supply & nerve supply of heart identify & demonstrate the layers of pericardium identify & demonstrate the surfaces, borders, fissures, lobes, hilus & bronchopulmonary identify & demonstrate the layers & parts of pleura. explain the blood supply, lymphatic drainage & nerve supply of lung & pleura. identify & demonstrate the trachea, bronchus & bronchial tree. explain blood supply & nerve supply of trachea & bronchial tree. explain the blood supply, nerve supply & lymphatic drainage of thoracic wall. identify & demonstrate the surfaces, parts openings, attachments of the diaphragm. explain the blood supply & nerve supply of the diaphragm. explain the significance of the orifices of the diaphragm. explain & demonstrate the extension, parts, relations & constrictions of oesophagus explain the blood supply, lymphatic drainage & nerve supply of the oesophagus. correlate clinical conditions associated with structures of thorax (Heart with its vessels,",45,9,1,ANA-C15,ANA-C15-ITM04
ANA101,1,Anatomy,ANA101_TOP15,Regional Anatomy: THORAX,ANA101_TOP15-C015,"Lung with Pleura, Trachea and Bronchus.","demonstrate the boundary & identify the contents of thoracic wall, thoracic cavity, identify & demonstrate the gross features of bones & joints of thorax describe the formation, course, branches & distribution of spinal nerve / intercostal nerve identify & demonstrate the surfaces, borders, parts, chambers- including structures within explain blood supply & nerve supply of heart identify & demonstrate the layers of pericardium identify & demonstrate the surfaces, borders, fissures, lobes, hilus & bronchopulmonary identify & demonstrate the layers & parts of pleura. explain the blood supply, lymphatic drainage & nerve supply of lung & pleura. identify & demonstrate the trachea, bronchus & bronchial tree. explain blood supply & nerve supply of trachea & bronchial tree. explain the blood supply, nerve supply & lymphatic drainage of thoracic wall. identify & demonstrate the surfaces, parts openings, attachments of the diaphragm. explain the blood supply & nerve supply of the diaphragm. explain the significance of the orifices of the diaphragm. explain & demonstrate the extension, parts, relations & constrictions of oesophagus explain the blood supply, lymphatic drainage & nerve supply of the oesophagus. correlate clinical conditions associated with structures of thorax (Heart with its vessels,",45,9,1,ANA-C15,ANA-C15-ITM05
ANA101,1,Anatomy,ANA101_TOP15,Regional Anatomy: THORAX,ANA101_TOP15-C015,Oesophagus,"demonstrate the boundary & identify the contents of thoracic wall, thoracic cavity, identify & demonstrate the gross features of bones & joints of thorax describe the formation, course, branches & distribution of spinal nerve / intercostal nerve identify & demonstrate the surfaces, borders, parts, chambers- including structures within explain blood supply & nerve supply of heart identify & demonstrate the layers of pericardium identify & demonstrate the surfaces, borders, fissures, lobes, hilus & bronchopulmonary identify & demonstrate the layers & parts of pleura. explain the blood supply, lymphatic drainage & nerve supply of lung & pleura. identify & demonstrate the trachea, bronchus & bronchial tree. explain blood supply & nerve supply of trachea & bronchial tree. explain the blood supply, nerve supply & lymphatic drainage of thoracic wall. identify & demonstrate the surfaces, parts openings, attachments of the diaphragm. explain the blood supply & nerve supply of the diaphragm. explain the significance of the orifices of the diaphragm. explain & demonstrate the extension, parts, relations & constrictions of oesophagus explain the blood supply, lymphatic drainage & nerve supply of the oesophagus. correlate clinical conditions associated with structures of thorax (Heart with its vessels,",45,9,1,ANA-C15,ANA-C15-ITM06
ANA101,1,Anatomy,ANA101_TOP15,Regional Anatomy: THORAX,ANA101_TOP15-C015,Spinal Nerve / Intercostal Nerve,"demonstrate the boundary & identify the contents of thoracic wall, thoracic cavity, identify & demonstrate the gross features of bones & joints of thorax describe the formation, course, branches & distribution of spinal nerve / intercostal nerve identify & demonstrate the surfaces, borders, parts, chambers- including structures within explain blood supply & nerve supply of heart identify & demonstrate the layers of pericardium identify & demonstrate the surfaces, borders, fissures, lobes, hilus & bronchopulmonary identify & demonstrate the layers & parts of pleura. explain the blood supply, lymphatic drainage & nerve supply of lung & pleura. identify & demonstrate the trachea, bronchus & bronchial tree. explain blood supply & nerve supply of trachea & bronchial tree. explain the blood supply, nerve supply & lymphatic drainage of thoracic wall. identify & demonstrate the surfaces, parts openings, attachments of the diaphragm. explain the blood supply & nerve supply of the diaphragm. explain the significance of the orifices of the diaphragm. explain & demonstrate the extension, parts, relations & constrictions of oesophagus explain the blood supply, lymphatic drainage & nerve supply of the oesophagus. correlate clinical conditions associated with structures of thorax (Heart with its vessels,",45,9,1,ANA-C15,ANA-C15-ITM07
ANA101,1,Anatomy,ANA101_TOP15,Regional Anatomy: THORAX,ANA101_TOP15-C015,the Diaphragm.,"demonstrate the boundary & identify the contents of thoracic wall, thoracic cavity, identify & demonstrate the gross features of bones & joints of thorax describe the formation, course, branches & distribution of spinal nerve / intercostal nerve identify & demonstrate the surfaces, borders, parts, chambers- including structures within explain blood supply & nerve supply of heart identify & demonstrate the layers of pericardium identify & demonstrate the surfaces, borders, fissures, lobes, hilus & bronchopulmonary identify & demonstrate the layers & parts of pleura. explain the blood supply, lymphatic drainage & nerve supply of lung & pleura. identify & demonstrate the trachea, bronchus & bronchial tree. explain blood supply & nerve supply of trachea & bronchial tree. explain the blood supply, nerve supply & lymphatic drainage of thoracic wall. identify & demonstrate the surfaces, parts openings, attachments of the diaphragm. explain the blood supply & nerve supply of the diaphragm. explain the significance of the orifices of the diaphragm. explain & demonstrate the extension, parts, relations & constrictions of oesophagus explain the blood supply, lymphatic drainage & nerve supply of the oesophagus. correlate clinical conditions associated with structures of thorax (Heart with its vessels,",45,9,1,ANA-C15,ANA-C15-ITM08
ANA101,1,Anatomy,ANA101_TOP15,Regional Anatomy: THORAX,ANA101_TOP15-C015,"Thoracic Wall Formation, Thoracic Cavity,","demonstrate the boundary & identify the contents of thoracic wall, thoracic cavity, identify & demonstrate the gross features of bones & joints of thorax describe the formation, course, branches & distribution of spinal nerve / intercostal nerve identify & demonstrate the surfaces, borders, parts, chambers- including structures within explain blood supply & nerve supply of heart identify & demonstrate the layers of pericardium identify & demonstrate the surfaces, borders, fissures, lobes, hilus & bronchopulmonary identify & demonstrate the layers & parts of pleura. explain the blood supply, lymphatic drainage & nerve supply of lung & pleura. identify & demonstrate the trachea, bronchus & bronchial tree. explain blood supply & nerve supply of trachea & bronchial tree. explain the blood supply, nerve supply & lymphatic drainage of thoracic wall. identify & demonstrate the surfaces, parts openings, attachments of the diaphragm. explain the blood supply & nerve supply of the diaphragm. explain the significance of the orifices of the diaphragm. explain & demonstrate the extension, parts, relations & constrictions of oesophagus explain the blood supply, lymphatic drainage & nerve supply of the oesophagus. correlate clinical conditions associated with structures of thorax (Heart with its vessels,",45,9,1,ANA-C15,ANA-C15-ITM09
ANA101,1,Anatomy,ANA101_TOP16,Systemic Developmental Anatomy,ANA101_TOP16-C016,Respiratory System,"describe the process of development of different systems of the describe the developmental anomalies of the organs of different mention general outline of development of: Thoracic duct,",24,15,1,ANA-C16,ANA-C16-ITM01
ANA101,1,Anatomy,ANA101_TOP16,Systemic Developmental Anatomy,ANA101_TOP16-C016,Urinary System,"describe the process of development of different systems of the describe the developmental anomalies of the organs of different mention general outline of development of: Thoracic duct,",24,15,1,ANA-C16,ANA-C16-ITM02
ANA101,1,Anatomy,ANA101_TOP16,Systemic Developmental Anatomy,ANA101_TOP16-C016,Cardiovascular System & Aortic Arches,"describe the process of development of different systems of the describe the developmental anomalies of the organs of different mention general outline of development of: Thoracic duct,",24,15,1,ANA-C16,ANA-C16-ITM03
